;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
1723;Agualva - Cacém, Sintra;149900.0;1.0;1.0;60.0;61.0;1.0;;Not available;True;False;43.7;;False;False;False
1724;Chafé, Viana do Castelo;165000.0;1.0;1.0;44.0;44.0;1.0;4.0;Not available;True;False;48.8;;False;False;True
1725;Lamego (Almacave e Sé), Viseu;180000.0;3.0;3.0;118.0;139.0;1.0;3.0;Energy Performance Certificate;False;False;51.5;;False;False;False
1726;Chafé, Viana do Castelo;170000.0;1.0;1.0;60.0;60.0;1.0;4.0;Not available;True;False;48.8;;False;False;True
1727;Marco, Porto;198000.0;2.0;3.0;86.0;86.0;1.0;5.0;Not available;True;False;47.0;;True;True;True
1728;Chafé, Viana do Castelo;215000.0;2.0;2.0;81.0;81.0;1.0;4.0;Not available;True;False;48.8;;False;False;True
1729;Marco, Porto;188000.0;2.0;3.0;76.0;76.0;1.0;3.0;Not available;True;False;47.0;;True;True;True
1730;Chafé, Viana do Castelo;200000.0;2.0;2.0;77.0;77.0;1.0;3.0;Not available;True;False;48.8;;False;False;True
1731;Chafé, Viana do Castelo;155000.0;1.0;1.0;43.0;43.0;1.0;3.0;Not available;True;False;48.8;;False;False;True
1732;Bragaparque, Braga;260000.0;3.0;2.0;130.0;130.0;1.0;7.0;Energy Performance Certificate;False;False;44.4;31.40105398681912;False;True;False
1733;Chafé, Viana do Castelo;160000.0;1.0;1.0;47.0;47.0;1.0;3.0;Not available;True;False;48.8;;False;False;True
1734;Nogueira, Fraião e Lamaçães, Braga;265000.0;3.0;2.0;115.0;141.0;1.0;1.0;Energy Performance Certificate;False;False;44.4;;False;True;False
1735;Chafé, Viana do Castelo;160000.0;1.0;1.0;44.0;44.0;1.0;3.0;Not available;True;False;48.8;;False;False;True
1736;Chafé, Viana do Castelo;160000.0;1.0;1.0;46.0;46.0;1.0;3.0;Not available;True;False;48.8;;False;False;True
1737;Chafé, Viana do Castelo;165000.0;1.0;1.0;60.0;60.0;1.0;3.0;Not available;True;False;48.8;;False;False;True
1738;Porto, Porto;525000.0;3.0;3.0;140.0;158.0;1.0;3.0;Energy Performance Certificate;False;False;47.0;3.872775852424896;True;True;True
1739;Chafé, Viana do Castelo;200000.0;2.0;2.0;81.0;81.0;1.0;3.0;Not available;True;False;48.8;;False;False;True
1740;Planalto, Leiria;184000.0;2.0;1.0;;;0.0;;Not available;True;False;46.4;46.3193830869077;False;False;False
1741;Chafé, Viana do Castelo;195000.0;2.0;2.0;77.0;77.0;1.0;2.0;Not available;True;False;48.8;;False;False;True
1742;Chafé, Viana do Castelo;150000.0;1.0;1.0;43.0;43.0;1.0;2.0;Not available;True;False;48.8;;False;False;True
1743;Chafé, Viana do Castelo;155000.0;1.0;1.0;47.0;47.0;1.0;2.0;Not available;True;False;48.8;;False;False;True
1744;Chafé, Viana do Castelo;155000.0;1.0;1.0;44.0;44.0;1.0;2.0;Not available;True;False;48.8;;False;False;True
1745;Chafé, Viana do Castelo;165000.0;1.0;1.0;60.0;60.0;1.0;2.0;Not available;True;False;48.8;;False;False;True
1746;Chafé, Viana do Castelo;195000.0;2.0;2.0;81.0;81.0;1.0;2.0;Not available;True;False;48.8;;False;False;True
1747;Marco, Porto;140000.0;1.0;1.0;54.0;54.0;0.0;;Not available;True;False;47.0;;True;True;True
1749;Marco, Porto;130000.0;1.0;1.0;54.0;54.0;0.0;;Not available;True;False;47.0;;True;True;True
1751;Alto do Seixalinho / Largo da Santa, Barreiro;235000.0;3.0;2.0;139.0;146.0;0.0;;Not available;True;False;47.0;15.019171738166277;False;False;False
1752;São Domingos de Benfica, Lisboa;350000.0;3.0;2.0;100.0;100.0;0.0;;Not available;True;True;44.8;9.792851966067698;True;True;False
1753;Olivais, Coimbra;260000.0;3.0;2.0;93.0;119.0;1.0;2.0;Energy Performance Certificate;False;False;48.3;40.67257608086139;False;True;False
1754;Alta de Lisboa, Lisboa;420000.0;1.0;1.0;;;0.0;;Not available;True;True;44.8;11.879567368245146;True;True;False
1755;Marco, Porto;93000.0;0.0;1.0;31.0;31.0;0.0;;Not available;True;False;47.0;;True;True;True
1756;Marco, Porto;99000.0;0.0;1.0;33.0;33.0;0.0;;Not available;True;False;47.0;;True;True;True
1757;Marco, Porto;106000.0;0.0;1.0;43.0;43.0;0.0;;Not available;True;False;47.0;;True;True;True
1758;Marco, Porto;95000.0;0.0;1.0;36.0;36.0;0.0;;Not available;True;False;47.0;;True;True;True
1759;Boavista, Porto;280000.0;1.0;1.0;;;0.0;;Not available;True;False;47.0;4.196457361249636;True;True;True
1760;Alhos Vedros, Setúbal;119000.0;3.0;2.0;84.0;92.0;0.0;;Not available;True;False;46.6;;True;True;False
1761;Rio Tinto - Cidade Jovem, Gondomar;240000.0;3.0;2.0;108.0;122.0;1.0;0.0;Energy Performance Certificate;False;False;47.1;11.401725605417132;True;False;False
1762;Póvoa de Santa Iria e Forte da Casa, Lisboa;318000.0;3.0;2.0;125.0;125.0;1.0;3.0;Energy Performance Certificate;False;True;44.8;;True;True;False
1763;Ílhavo (São Salvador), Aveiro;165000.0;3.0;2.0;75.0;90.0;0.0;;Not available;True;False;45.5;;False;False;True
1764;Misericórdia, Lisboa;450000.0;4.0;2.0;102.0;120.0;0.0;;Not available;True;True;44.8;;True;True;False
1765;Espinho, Aveiro;205000.0;1.0;1.0;43.0;43.0;0.0;;Not available;True;False;51.1;0.0;False;False;True
1766;Leiria, Pousos, Barreira e Cortes, Leiria;197500.0;3.0;2.0;82.0;91.0;1.0;1.0;Not available;True;False;46.4;47.64125431456651;False;False;False
1767;Abraveses, Viseu;165000.0;2.0;2.0;90.0;112.0;2.0;2.0;Not available;True;False;46.9;70.60051599582494;False;False;False
1768;Bairro Augusto de Castro, Oeiras;215000.0;0.0;1.0;38.0;40.0;0.0;;Not available;True;False;46.5;1.480184834058911;False;False;False
1769;ERA Palmela Azeitao, Moita;150000.0;2.0;1.0;81.0;95.0;0.0;;Not available;True;False;45.0;29.93717869097156;False;False;False
1770;Quinta do Jacinto, Lisboa;200000.0;2.0;1.0;45.0;50.0;0.0;0.0;Not available;True;True;44.8;8.583724595340861;True;True;False
1772;Praia da Luz, Lagos;220000.0;1.0;1.0;47.0;;0.0;;Not available;True;False;48.7;17.928059329441467;False;False;True
1773;Costa Cabral, Porto;270000.0;2.0;1.0;79.0;84.0;0.0;3.0;Not available;True;False;47.0;7.287323197969414;True;True;True
1774;Vilar de Andorinho, Porto;130000.0;2.0;1.0;63.0;72.0;0.0;;Not available;True;False;47.0;9.040445271973669;True;True;True
1775;Costa Cabral, Porto;240000.0;2.0;1.0;65.0;66.0;0.0;2.0;Not available;True;False;47.0;7.287323197969414;True;True;True
1776;Repeses e São Salvador, Viseu;295000.0;3.0;2.0;140.0;206.0;1.0;3.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1777;S. Miguel, Ovar;99000.0;1.0;1.0;102.0;127.0;0.0;;Not available;True;False;47.1;16.459914214864654;False;False;False
1778;Costa Cabral, Porto;170000.0;0.0;1.0;32.0;48.0;0.0;;Not available;True;False;47.0;7.287323197969414;True;True;True
1779;Repeses e São Salvador, Viseu;292500.0;3.0;2.0;136.0;197.0;1.0;3.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1780;Gafanha da Nazaré, Ílhavo;175000.0;2.0;1.0;90.0;;0.0;;Not available;True;False;48.6;;False;False;True
1781;Santa Marinha e São Pedro da Afurada, Porto;137500.0;0.0;1.0;32.0;32.0;0.0;;Not available;True;False;47.0;;True;True;True
1782;Costa Cabral, Porto;240000.0;2.0;1.0;65.0;66.0;0.0;1.0;Not available;True;False;47.0;7.287323197969414;True;True;True
1783;Penha de França, Lisboa;179000.0;2.0;1.0;;;0.0;;Not available;True;True;44.8;;True;True;False
1784;Nazaré, Leiria;320000.0;2.0;2.0;78.0;78.0;1.0;1.0;Energy Performance Certificate;False;False;48.6;;False;False;True
1785;Repeses e São Salvador, Viseu;300000.0;3.0;2.0;135.0;196.0;1.0;4.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1786;Repeses e São Salvador, Viseu;440000.0;3.0;2.0;216.0;290.0;1.0;5.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1787;Repeses e São Salvador, Viseu;540000.0;4.0;3.0;256.0;345.0;1.0;5.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1788;Estômbar e Parchal, Faro;215000.0;3.0;2.0;110.0;110.0;3.0;0.0;Not available;True;False;45.7;;False;False;True
1790;Santa Maria Maior, Vila Real;189000.0;3.0;2.0;135.0;140.0;1.0;0.0;Energy Performance Certificate;False;False;48.5;111.03437456662984;False;False;False
1791;Encosta do Sol, Lisboa;300000.0;3.0;2.0;79.0;92.0;0.0;;Not available;True;True;44.8;10.466708539636564;True;True;False
1792;Alto do Seixalinho / Quinta do Convento, Barreiro;195000.0;2.0;2.0;64.0;69.0;0.0;;Not available;True;False;47.0;15.019171738166277;False;False;False
1793;Santo André / Ribeira das Naus, Barreiro;143000.0;1.0;1.0;38.0;40.0;0.0;;Not available;True;False;47.0;;False;False;False
1794;Guarda, Guarda;128000.0;4.0;2.0;109.0;118.0;0.0;;Not available;True;False;49.6;;False;False;False
1795;Girassol, Abrantes;160000.0;3.0;3.0;120.0;125.0;0.0;;Not available;True;False;53.4;97.759809944369;False;False;False
1796;São Félix da Marinha, Porto;320000.0;2.0;2.0;95.0;95.0;2.0;0.0;Not available;True;False;47.0;;True;True;True
1797;Encosta da Barata, Abrantes;89000.0;2.0;1.0;84.0;84.0;0.0;;Not available;True;False;53.4;97.81508701487935;False;False;False
1798;Pombal, Leiria;198000.0;2.0;2.0;87.0;140.0;1.0;2.0;Energy Performance Certificate;False;False;46.4;35.11267563278928;False;False;False
1799;Cabo de Vialonga, Vila Franca de Xira;265000.0;3.0;2.0;97.0;102.0;1.0;2.0;Energy Performance Certificate;False;False;44.1;28.17662440209565;False;False;False
1800;São Félix da Marinha, Porto;415000.0;3.0;2.0;114.0;114.0;2.0;0.0;Not available;True;False;47.0;;True;True;True
1801;Aldeia de Paio Pires, Seixal;250000.0;2.0;1.0;73.0;81.0;2.0;2.0;Energy Performance Certificate;False;False;44.9;14.338851533881714;False;False;False
1802;Anta e Guetim, Aveiro;345000.0;3.0;3.0;117.0;117.0;1.0;0.0;Energy Performance Certificate;False;False;45.5;1.3803189412450962;False;False;True
1805;Marvila, Lisboa;220000.0;2.0;1.0;72.0;72.0;0.0;;Not available;True;True;44.8;15.532421029518922;True;True;False
1806;São Martinho, Ilha da Madeira;920000.0;3.0;4.0;142.0;174.0;1.0;3.0;Not available;True;False;;;False;False;False
1807;São Martinho, Ilha da Madeira;895000.0;3.0;4.0;142.0;174.0;1.0;2.0;Not available;True;False;;;False;False;False
1808;São Martinho, Ilha da Madeira;785000.0;2.0;3.0;92.0;139.0;1.0;1.0;Not available;True;False;;;False;False;False
1809;São Martinho, Ilha da Madeira;595000.0;1.0;2.0;56.0;98.0;1.0;1.0;Not available;True;False;;;False;False;False
1810;São Martinho, Ilha da Madeira;860000.0;3.0;4.0;124.0;168.0;1.0;0.0;Not available;True;False;;;False;False;False
1811;São Martinho, Ilha da Madeira;775000.0;2.0;3.0;88.0;128.0;1.0;0.0;Not available;True;False;;;False;False;False
1812;Bairro de Santa Cruz, Lisboa;390000.0;2.0;1.0;100.0;106.0;0.0;;Not available;True;True;44.8;9.4646274677786;True;True;False
1814;Bairro do Liceu, Aveiro;217500.0;2.0;1.0;73.0;91.0;0.0;;Not available;True;False;45.5;41.50529912044354;False;False;True
1815;Vila Real de Santo António, Vila Real de Santo António;188500.0;3.0;2.0;68.0;89.0;0.0;;Not available;True;False;48.5;;False;False;False
1816;Lousã e Vilarinho, Coimbra;160000.0;2.0;2.0;135.0;175.0;1.0;4.0;Energy Performance Certificate;False;False;48.3;;False;True;False
1817;Centro de Gaia, Vila Nova de Gaia;250000.0;2.0;2.0;100.0;105.0;0.0;;Not available;True;False;46.8;6.1107414726810445;True;True;False
1818;Vila Real de Santo António, Vila Real de Santo António;225000.0;3.0;2.0;95.0;105.0;0.0;;Not available;True;False;48.5;;False;False;False
1819;Vera Cruz, Aveiro;195000.0;2.0;1.0;97.0;97.0;0.0;;Not available;True;False;45.5;39.99721647091838;False;False;True
1820;São Brás de Alportel, Faro;240000.0;2.0;1.0;77.0;99.0;0.0;;Not available;True;False;45.7;;False;False;True
1821;Eiras, Coimbra;220000.0;3.0;3.0;113.0;227.0;1.0;3.0;Not available;True;False;48.3;40.494486546736205;False;True;False
1822;Quinta da Portela / Polo II, Coimbra;293000.0;2.0;2.0;79.0;93.0;2.0;3.0;Energy Performance Certificate;False;False;48.3;39.58876218377128;False;True;False
1823;Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Braga;265000.0;2.0;2.0;114.0;150.0;1.0;1.0;Energy Performance Certificate;False;False;46.3;;False;True;False
1824;Praia da Rocha, Portimão;310000.0;3.0;2.0;100.0;112.0;1.0;3.0;Not available;False;False;45.5;;False;False;True
1825;Monte Gordo, Faro;349500.0;2.0;1.0;73.0;87.0;1.0;2.0;Energy Performance Certificate;False;False;45.7;96.58586629883452;False;False;True
1826;Santa Maria Maior, Vila Real;179000.0;2.0;3.0;125.0;134.0;1.0;2.0;Energy Performance Certificate;False;False;48.5;111.03437456662984;False;False;False
1827;Minde, Santarém;119500.0;3.0;2.0;88.0;98.0;0.0;;Not available;True;False;48.3;;False;False;False
1828;Gouveia, Guarda;75000.0;2.0;1.0;61.0;83.0;0.0;;Not available;True;False;58.1;105.1742228656594;False;False;False
1829;Leiria, Pousos, Barreira e Cortes, Leiria;159500.0;1.0;1.0;60.0;727.0;1.0;0.0;Not available;True;False;46.4;47.64125431456651;False;False;False
1830;Ribeirão, Braga;169000.0;2.0;1.0;115.0;109.0;1.0;1.0;Energy Performance Certificate;False;False;44.4;;False;True;False
1831;Arroios, Lisboa;645000.0;5.0;2.0;106.0;124.0;0.0;;Not available;True;True;44.8;12.344550088464594;True;True;False
1832;Infantado, Loures;349000.0;2.0;2.0;126.0;126.0;1.0;2.0;Energy Performance Certificate;False;False;44.6;19.758247032468464;False;False;False
1833;Nossa Senhora da Piedade, Santarém;129500.0;3.0;2.0;105.0;117.0;1.0;1.0;Not available;True;False;48.3;;False;False;False
1834;Campo 24 Agosto, Porto;170000.0;1.0;1.0;35.0;41.0;0.0;;Not available;True;False;47.0;6.306261772371111;True;True;True
1835;Vilar de Andorinho, Porto;210000.0;2.0;2.0;114.0;114.0;2.0;1.0;Energy Performance Certificate;False;False;47.0;9.040445271973669;True;True;True
1836;Bonfim, Porto;325000.0;2.0;2.0;78.0;90.0;0.0;;Not available;True;False;47.0;6.7467861436355925;True;True;True
1837;Bonfim, Porto;185000.0;0.0;1.0;39.0;51.0;0.0;;Not available;True;False;47.0;6.7467861436355925;True;True;True
1838;Bonfim, Porto;335000.0;2.0;2.0;85.0;97.0;0.0;;Not available;True;False;47.0;6.7467861436355925;True;True;True
1839;Alfena, Porto;205000.0;2.0;2.0;84.0;205.0;1.0;0.0;Energy Performance Certificate;False;False;47.0;15.963105022833892;True;True;True
1840;Mafamude e Vilar do Paraíso, Porto;245000.0;3.0;2.0;106.0;130.0;1.0;5.0;Energy Performance Certificate;False;False;47.0;;True;True;True
1841;OVAR Centro, Ovar;160000.0;2.0;2.0;87.0;99.0;1.0;1.0;Not available;True;False;47.1;16.459914214864654;False;False;False
1842;Mangualde, Mesquitela e Cunha Alta, Viseu;105000.0;2.0;2.0;84.0;104.0;1.0;2.0;Not available;True;False;50.9;91.63421365317176;False;False;False
1844;Póvoa de Varzim, Beiriz e Argivai, Porto;189000.0;3.0;2.0;79.0;79.0;0.0;;Not available;True;False;47.0;;True;True;True
1845;Costa da Caparica, Setúbal;287000.0;2.0;1.0;85.0;86.0;0.0;;Not available;True;False;46.6;;True;True;True
1846;À Av. Gomes Pereira, Lisboa;240000.0;1.0;1.0;38.0;43.0;0.0;;Not available;True;True;44.8;;True;True;False
1847;Paços de Brandão, Aveiro;205000.0;3.0;2.0;96.0;96.0;0.0;;Not available;True;False;45.5;;False;False;True
1848;Queluz e Belas, Lisboa;154000.0;1.0;1.0;50.0;39.0;0.0;;Not available;True;True;44.8;7.315045668166374;True;True;False
1849;Paços de Brandão, Aveiro;200000.0;3.0;2.0;104.0;104.0;0.0;;Not available;True;False;45.5;;False;False;True
1851;Casal Gouveia, Sintra;185000.0;2.0;1.0;64.0;70.0;0.0;;Not available;True;False;58.1;2.8760429390540048;False;False;False
1852;Paços de Brandão, Aveiro;165000.0;2.0;2.0;57.0;57.0;0.0;;Not available;True;False;45.5;;False;False;True
1853;Águas Santas, Porto;279000.0;2.0;2.0;;;0.0;;Not available;True;False;47.0;;True;True;True
1854;Paços de Brandão, Aveiro;140000.0;1.0;1.0;40.0;40.0;0.0;;Not available;True;False;45.5;;False;False;True
1855;Pinheiro Manso, Porto;298000.0;2.0;2.0;94.0;94.0;1.0;0.0;Energy Performance Certificate;False;False;47.0;2.436876710254812;True;True;True
1856;Paços de Brandão, Aveiro;125000.0;1.0;1.0;47.0;47.0;0.0;;Not available;True;False;45.5;;False;False;True
1857;Queluz e Belas, Lisboa;197500.0;2.0;1.0;71.0;78.0;0.0;;Not available;True;True;44.8;7.315045668166374;True;True;False
1858;Feijó, Almada;245000.0;3.0;2.0;89.0;93.0;0.0;;Not available;True;False;46.3;;True;False;False
1859;Ajuda, Funchal;485000.0;3.0;2.0;133.0;103.0;0.0;;Not available;True;False;48.0;913.3577824919169;False;True;False
1860;Paços de Brandão, Aveiro;130000.0;1.0;1.0;44.0;44.0;0.0;;Not available;True;False;45.5;;False;False;True
1861;Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal;420000.0;3.0;2.0;93.0;108.0;2.0;1.0;Energy Performance Certificate;False;False;46.3;;True;True;False
1862;Alcabideche, Lisboa;269000.0;2.0;1.0;70.0;89.0;0.0;;Not available;True;True;44.8;4.098718251877825;True;True;False
1865;Rio Tinto, Porto;165000.0;3.0;1.0;84.0;103.0;1.0;1.0;Not available;True;False;47.0;9.7032781760626;True;True;True
1866;Águas Santas, Porto;270000.0;2.0;2.0;;;0.0;;Not available;True;False;47.0;;True;True;True
1867;Olivais Sul, Lisboa;499000.0;3.0;2.0;130.0;130.0;0.0;;Not available;True;True;44.8;16.764544907684343;True;True;False
1868;Oliveira do Hospital e São Paio de Gramaços, Coimbra;147500.0;4.0;3.0;212.0;145.0;1.0;3.0;Not available;True;False;48.3;;False;True;False
1870;Campinas, Sintra;295000.0;3.0;2.0;110.0;121.0;3.0;;Not available;True;False;43.7;7.793002602969998;False;False;False
1871;Repeses e São Salvador, Viseu;220000.0;1.0;1.0;99.0;149.0;1.0;1.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1872;Avenidas Novas, Lisboa;529000.0;3.0;1.0;84.0;100.0;0.0;;Not available;True;True;44.8;13.13200174110294;True;True;False
1873;Freixieiro, Matosinhos;395000.0;3.0;2.0;132.0;162.0;2.0;2.0;Energy Performance Certificate;False;False;47.5;8.251404685963962;True;False;False
1874;Lousã e Vilarinho, Coimbra;247000.0;4.0;3.0;193.0;250.0;1.0;2.0;Energy Performance Certificate;False;False;48.3;;False;True;False
1875;Lousã e Vilarinho, Coimbra;236500.0;4.0;4.0;192.0;297.0;1.0;2.0;Energy Performance Certificate;False;False;48.3;;False;True;False
1876;Lousã e Vilarinho, Coimbra;178500.0;3.0;2.0;126.0;153.0;1.0;0.0;Energy Performance Certificate;False;False;48.3;;False;True;False
1877;Verdemilho, Aveiro;305000.0;3.0;2.0;137.0;151.0;1.0;2.0;Not available;True;False;45.5;43.26008297271975;False;False;True
1878;Marvila, Lisboa;520000.0;4.0;2.0;100.0;115.0;2.0;1.0;Not available;True;True;44.8;15.532421029518922;True;True;False
1879;Massamá 6ª Fase, Sintra;250000.0;2.0;2.0;96.0;103.0;0.0;;Not available;True;False;43.7;;False;False;False
1880;Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;138500.0;2.0;1.0;60.0;77.0;0.0;;Not available;True;False;44.9;;True;True;False
1881;Centro / Alfredo da Silva, Barreiro;248500.0;3.0;3.0;99.0;99.0;0.0;;Not available;True;False;47.0;13.606404131220344;False;False;False
1883;Cavalinha, Olhão;250000.0;2.0;2.0;57.0;;0.0;;Not available;True;False;46.2;;False;False;True
1884;Fermentões, Braga;125000.0;1.0;1.0;48.0;64.0;1.0;0.0;Not available;True;False;44.4;;False;True;False
1885;Francelos, Vila Nova de Gaia;325000.0;2.0;2.0;112.0;166.0;1.0;2.0;Energy Performance Certificate;False;False;46.8;8.190226820866064;True;True;False
1886;Monte Gordo, Faro;190000.0;1.0;1.0;41.0;51.0;0.0;;Not available;True;False;45.7;96.58586629883452;False;False;True
1887;São Gonçalo de Lagos, Faro;387000.0;3.0;2.0;78.0;78.0;0.0;;Not available;True;False;45.7;;False;False;True
1888;Malveira, Mafra;315000.0;3.0;3.0;131.0;148.0;1.0;4.0;Energy Performance Certificate;False;False;43.8;20.251576795931044;False;False;False
1889;Marvila, Lisboa;260000.0;1.0;1.0;66.0;66.0;1.0;2.0;Energy Performance Certificate;False;True;44.8;15.532421029518922;True;True;False
1890;Santa Marinha e São Pedro da Afurada, Porto;470000.0;2.0;2.0;86.0;131.0;1.0;3.0;Not available;True;False;47.0;;True;True;True
1891;Alcochete, Setúbal;630000.0;4.0;4.0;203.0;296.0;2.0;2.0;Not available;True;False;44.8;;True;True;False
1892;Alto do Seixalinho, Santo André e Verderena, Setúbal;150000.0;2.0;1.0;70.0;76.0;0.0;;Not available;True;False;44.9;;True;True;False
1893;São Cosme Zona 2, Gondomar;256000.0;2.0;2.0;89.0;109.0;1.0;6.0;Energy Performance Certificate;False;False;47.1;;True;False;False
1894;Cacém e São Marcos, Lisboa;190000.0;3.0;1.0;65.0;75.0;0.0;;Not available;True;True;44.8;;True;True;False
1895;Costa de Caparica, Almada;200000.0;1.0;1.0;52.0;55.0;0.0;;Not available;True;False;46.3;0.0;True;False;False
1896;Beato, Lisboa;269000.0;3.0;1.0;60.0;;0.0;;Not available;True;True;44.8;14.234024125646938;True;True;False
