Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
Gafanha da Nazaré, Ílhavo;175.000;2.0;1.0;90.0;;;;Not available;True;False;48,6;;False;False;True
Santa Marinha e São Pedro da Afurada, Porto;137.500;0.0;1.0;32.0;32.0;;;Not available;True;False;47;;True;True;True
Costa Cabral, Porto;240.000;2.0;1.0;65.0;66.0;0.0;1.0;Not available;True;False;47;7.287323197969414;True;True;True
Penha de França, Lisboa;179.000;2.0;1.0;;;;;Not available;True;True;44,8;;True;True;False
Nazaré, Leiria;320.000;2.0;2.0;78.0;78.0;1.0;1.0;Energy Performance Certificate;False;False;48,6;;False;False;True
Repeses e São Salvador, Viseu;300.000;3.0;2.0;135.0;196.0;1.0;4.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Repeses e São Salvador, Viseu;440.000;3.0;2.0;216.0;290.0;1.0;5.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Repeses e São Salvador, Viseu;540.000;4.0;3.0;256.0;345.0;1.0;5.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Estômbar e Parchal, Faro;215.000;3.0;2.0;110.0;110.0;3.0;0.0;Not available;True;False;45,7;;False;False;True
São Martinho, Ilha da Madeira;1.050.000;3.0;4.0;123.0;178.0;1.0;3.0;Not available;True;False;;;False;False;False
Santa Maria Maior, Vila Real;189.000;3.0;2.0;135.0;140.0;1.0;0.0;Energy Performance Certificate;False;False;48,5;111.03437456662984;False;False;False
Encosta do Sol, Lisboa;300.000;3.0;2.0;79.0;92.0;;;Not available;True;True;44,8;10.466708539636564;True;True;False
Alto do Seixalinho / Quinta do Convento, Barreiro;195.000;2.0;2.0;64.0;69.0;;;Not available;True;False;47;15.019171738166277;False;False;False
Santo André / Ribeira das Naus, Barreiro;143.000;1.0;1.0;38.0;40.0;;;Not available;True;False;47;;False;False;False
Guarda, Guarda;128.000;4.0;2.0;109.0;118.0;;;Not available;True;False;49,6;;False;False;False
Girassol, Abrantes;160.000;3.0;3.0;120.0;125.0;;;Not available;True;False;53,4;97.759809944369;False;False;False
São Félix da Marinha, Porto;320.000;2.0;2.0;95.0;95.0;2.0;0.0;Not available;True;False;47;;True;True;True
Encosta da Barata, Abrantes;89.000;2.0;1.0;84.0;84.0;;;Not available;True;False;53,4;97.81508701487935;False;False;False
Pombal, Leiria;198.000;2.0;2.0;87.0;140.0;1.0;2.0;Energy Performance Certificate;False;False;46,4;35.11267563278928;False;False;False
Cabo de Vialonga, Vila Franca de Xira;265.000;3.0;2.0;97.0;102.0;1.0;2.0;Energy Performance Certificate;False;False;44,1;28.17662440209565;False;False;False
São Félix da Marinha, Porto;415.000;3.0;2.0;114.0;114.0;2.0;0.0;Not available;True;False;47;;True;True;True
Aldeia de Paio Pires, Seixal;250.000;2.0;1.0;73.0;81.0;2.0;2.0;Energy Performance Certificate;False;False;44,9;14.338851533881714;False;False;False
Anta e Guetim, Aveiro;345.000;3.0;3.0;117.0;117.0;1.0;0.0;Energy Performance Certificate;False;False;45,5;1.3803189412450962;False;False;True
Rosto do Cão (Livramento), Ilha de São Miguel;Under Consultation;2.0;1.0;65.0;70.0;;;Not available;True;False;;;False;False;False
São Martinho, Ilha da Madeira;2.600.000;3.0;4.0;173.0;209.0;1.0;5.0;Not available;True;False;;;False;False;False
Marvila, Lisboa;220.000;2.0;1.0;72.0;72.0;;;Not available;True;True;44,8;15.532421029518922;True;True;False
São Martinho, Ilha da Madeira;920.000;3.0;4.0;142.0;174.0;1.0;3.0;Not available;True;False;;;False;False;False
São Martinho, Ilha da Madeira;895.000;3.0;4.0;142.0;174.0;1.0;2.0;Not available;True;False;;;False;False;False
São Martinho, Ilha da Madeira;785.000;2.0;3.0;92.0;139.0;1.0;1.0;Not available;True;False;;;False;False;False
São Martinho, Ilha da Madeira;595.000;1.0;2.0;56.0;98.0;1.0;1.0;Not available;True;False;;;False;False;False
São Martinho, Ilha da Madeira;860.000;3.0;4.0;124.0;168.0;1.0;0.0;Not available;True;False;;;False;False;False
São Martinho, Ilha da Madeira;775.000;2.0;3.0;88.0;128.0;1.0;0.0;Not available;True;False;;;False;False;False
Bairro de Santa Cruz, Lisboa;390.000;2.0;1.0;100.0;106.0;;;Not available;True;True;44,8;9.4646274677786;True;True;False
Santa Iria de Azoia, São João da Talha e Bobadela, Lisboa;Under Consultation;3.0;1.0;88.0;97.0;0.0;2.0;Not available;True;True;44,8;;True;True;False
Bairro do Liceu, Aveiro;217.500;2.0;1.0;73.0;91.0;;;Not available;True;False;45,5;41.50529912044354;False;False;True
Vila Real de Santo António, Vila Real de Santo António;188.500;3.0;2.0;68.0;89.0;;;Not available;True;False;48,5;;False;False;False
Lousã e Vilarinho, Coimbra;160.000;2.0;2.0;135.0;175.0;1.0;4.0;Energy Performance Certificate;False;False;48,3;;False;True;False
Centro de Gaia, Vila Nova de Gaia;250.000;2.0;2.0;100.0;105.0;;;Not available;True;False;46,8;6.1107414726810445;True;True;False
Vila Real de Santo António, Vila Real de Santo António;225.000;3.0;2.0;95.0;105.0;;;Not available;True;False;48,5;;False;False;False
Vera Cruz, Aveiro;195.000;2.0;1.0;97.0;97.0;;;Not available;True;False;45,5;39.99721647091838;False;False;True
São Brás de Alportel, Faro;240.000;2.0;1.0;77.0;99.0;;;Not available;True;False;45,7;;False;False;True
Eiras, Coimbra;220.000;3.0;3.0;113.0;227.0;1.0;3.0;Not available;True;False;48,3;40.494486546736205;False;True;False
Quinta da Portela / Polo II, Coimbra;293.000;2.0;2.0;79.0;93.0;2.0;3.0;Energy Performance Certificate;False;False;48,3;39.58876218377128;False;True;False
Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Braga;265.000;2.0;2.0;114.0;150.0;1.0;1.0;Energy Performance Certificate;False;False;46,3;;False;True;False
Praia da Rocha, Portimão;310.000;3.0;2.0;100.0;112.0;1.0;3.0;Not available;False;False;45,5;;False;False;True
Monte Gordo, Faro;349.500;2.0;1.0;73.0;87.0;1.0;2.0;Energy Performance Certificate;False;False;45,7;96.58586629883452;False;False;True
Santa Maria Maior, Vila Real;179.000;2.0;3.0;125.0;134.0;1.0;2.0;Energy Performance Certificate;False;False;48,5;111.03437456662984;False;False;False
Minde, Santarém;119.500;3.0;2.0;88.0;98.0;;;Not available;True;False;48,3;;False;False;False
Gouveia, Guarda;75.000;2.0;1.0;61.0;83.0;;;Not available;True;False;58,1;105.1742228656594;False;False;False
Leiria, Pousos, Barreira e Cortes, Leiria;159.500;1.0;1.0;60.0;727.0;1.0;0.0;Not available;True;False;46,4;47.64125431456651;False;False;False
Ribeirão, Braga;169.000;2.0;1.0;115.0;109.0;1.0;1.0;Energy Performance Certificate;False;False;44,4;;False;True;False
Arroios, Lisboa;645.000;5.0;2.0;106.0;124.0;;;Not available;True;True;44,8;12.344550088464594;True;True;False
Infantado, Loures;349.000;2.0;2.0;126.0;126.0;1.0;2.0;Energy Performance Certificate;False;False;44,6;19.758247032468464;False;False;False
Nossa Senhora da Piedade, Santarém;129.500;3.0;2.0;105.0;117.0;1.0;1.0;Not available;True;False;48,3;;False;False;False
Campo 24 Agosto, Porto;170.000;1.0;1.0;35.0;41.0;;;Not available;True;False;47;6.306261772371111;True;True;True
Vilar de Andorinho, Porto;210.000;2.0;2.0;114.0;114.0;2.0;1.0;Energy Performance Certificate;False;False;47;9.040445271973669;True;True;True
Bonfim, Porto;325.000;2.0;2.0;78.0;90.0;;;Not available;True;False;47;6.7467861436355925;True;True;True
Bonfim, Porto;185.000;0.0;1.0;39.0;51.0;;;Not available;True;False;47;6.7467861436355925;True;True;True
Bonfim, Porto;335.000;2.0;2.0;85.0;97.0;;;Not available;True;False;47;6.7467861436355925;True;True;True
Alfena, Porto;205.000;2.0;2.0;84.0;205.0;1.0;0.0;Energy Performance Certificate;False;False;47;15.963105022833892;True;True;True
Mafamude e Vilar do Paraíso, Porto;245.000;3.0;2.0;106.0;130.0;1.0;5.0;Energy Performance Certificate;False;False;47;;True;True;True
OVAR Centro, Ovar;160.000;2.0;2.0;87.0;99.0;1.0;1.0;Not available;True;False;47,1;16.459914214864654;False;False;False
Mangualde, Mesquitela e Cunha Alta, Viseu;105.000;2.0;2.0;84.0;104.0;1.0;2.0;Not available;True;False;50,9;91.63421365317176;False;False;False
Encosta da Barata, Abrantes;Under Consultation;3.0;2.0;111.0;111.0;;;Not available;True;False;53,4;97.81508701487935;False;False;False
Póvoa de Varzim, Beiriz e Argivai, Porto;189.000;3.0;2.0;79.0;79.0;;;Not available;True;False;47;;True;True;True
Costa da Caparica, Setúbal;287.000;2.0;1.0;85.0;86.0;;;Not available;True;False;46,6;;True;True;True
À Av. Gomes Pereira, Lisboa;240.000;1.0;1.0;38.0;43.0;;;Not available;True;True;44,8;;True;True;False
Paços de Brandão, Aveiro;205.000;3.0;2.0;96.0;96.0;;;Not available;True;False;45,5;;False;False;True
Queluz e Belas, Lisboa;154.000;1.0;1.0;50.0;39.0;;;Not available;True;True;44,8;7.315045668166374;True;True;False
Paços de Brandão, Aveiro;200.000;3.0;2.0;104.0;104.0;;;Not available;True;False;45,5;;False;False;True
Centro de Carnaxide, Oeiras;Under Consultation;3.0;2.0;86.0;95.0;;;Not available;True;False;46,5;5.610197989984755;False;False;False
Casal Gouveia, Sintra;185.000;2.0;1.0;64.0;70.0;;;Not available;True;False;58,1;2.8760429390540048;False;False;False
Paços de Brandão, Aveiro;165.000;2.0;2.0;57.0;57.0;;;Not available;True;False;45,5;;False;False;True
Águas Santas, Porto;279.000;2.0;2.0;;;;;Not available;True;False;47;;True;True;True
Paços de Brandão, Aveiro;140.000;1.0;1.0;40.0;40.0;;;Not available;True;False;45,5;;False;False;True
Pinheiro Manso, Porto;298.000;2.0;2.0;94.0;94.0;1.0;0.0;Energy Performance Certificate;False;False;47;2.436876710254812;True;True;True
Paços de Brandão, Aveiro;125.000;1.0;1.0;47.0;47.0;;;Not available;True;False;45,5;;False;False;True
Queluz e Belas, Lisboa;197.500;2.0;1.0;71.0;78.0;;;Not available;True;True;44,8;7.315045668166374;True;True;False
Feijó, Almada;245.000;3.0;2.0;89.0;93.0;;;Not available;True;False;46,3;;True;False;False
Ajuda, Funchal;485.000;3.0;2.0;133.0;103.0;;;Not available;True;False;48;913.3577824919169;False;True;False
Paços de Brandão, Aveiro;130.000;1.0;1.0;44.0;44.0;;;Not available;True;False;45,5;;False;False;True
Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal;420.000;3.0;2.0;93.0;108.0;2.0;1.0;Energy Performance Certificate;False;False;46,3;;True;True;False
Alcabideche, Lisboa;269.000;2.0;1.0;70.0;89.0;;;Not available;True;True;44,8;4.098718251877825;True;True;False
São Domingos de Rana, Lisboa;495.000;;;;;;2.0;Not available;False;True;44,8;;True;True;False
Olivais Sul, Lisboa;Under Consultation;3.0;1.0;75.0;75.0;;;Not available;True;True;44,8;16.764544907684343;True;True;False
Rio Tinto, Porto;165.000;3.0;1.0;84.0;103.0;1.0;1.0;Not available;True;False;47;9.7032781760626;True;True;True
Águas Santas, Porto;270.000;2.0;2.0;;;;;Not available;True;False;47;;True;True;True
Olivais Sul, Lisboa;499.000;3.0;2.0;130.0;130.0;;;Not available;True;True;44,8;16.764544907684343;True;True;False
Oliveira do Hospital e São Paio de Gramaços, Coimbra;147.500;4.0;3.0;212.0;145.0;1.0;3.0;Not available;True;False;48,3;;False;True;False
Massamá 6ª Fase, Sintra;Under Consultation;1.0;1.0;81.0;82.0;;;Not available;True;False;43,7;;False;False;False
Campinas, Sintra;295.000;3.0;2.0;110.0;121.0;3.0;;Not available;True;False;43,7;7.793002602969998;False;False;False
Repeses e São Salvador, Viseu;220.000;1.0;1.0;99.0;149.0;1.0;1.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Avenidas Novas, Lisboa;529.000;3.0;1.0;84.0;100.0;;;Not available;True;True;44,8;13.13200174110294;True;True;False
Freixieiro, Matosinhos;395.000;3.0;2.0;132.0;162.0;2.0;2.0;Energy Performance Certificate;False;False;47,5;8.251404685963962;True;False;False
Lousã e Vilarinho, Coimbra;247.000;4.0;3.0;193.0;250.0;1.0;2.0;Energy Performance Certificate;False;False;48,3;;False;True;False
Lousã e Vilarinho, Coimbra;236.500;4.0;4.0;192.0;297.0;1.0;2.0;Energy Performance Certificate;False;False;48,3;;False;True;False
Lousã e Vilarinho, Coimbra;178.500;3.0;2.0;126.0;153.0;1.0;0.0;Energy Performance Certificate;False;False;48,3;;False;True;False
Verdemilho, Aveiro;305.000;3.0;2.0;137.0;151.0;1.0;2.0;Not available;True;False;45,5;43.26008297271975;False;False;True
Marvila, Lisboa;520.000;4.0;2.0;100.0;115.0;2.0;1.0;Not available;True;True;44,8;15.532421029518922;True;True;False
Massamá 6ª Fase, Sintra;250.000;2.0;2.0;96.0;103.0;;;Not available;True;False;43,7;;False;False;False
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;138.500;2.0;1.0;60.0;77.0;;;Not available;True;False;44,9;;True;True;False
Centro / Alfredo da Silva, Barreiro;248.500;3.0;3.0;99.0;99.0;;;Not available;True;False;47;13.606404131220344;False;False;False
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;Under Consultation;2.0;1.0;48.0;48.0;;;Not available;True;False;44,9;;True;True;False
Cavalinha, Olhão;250.000;2.0;2.0;57.0;;;;Not available;True;False;46,2;;False;False;True
Fermentões, Braga;125.000;1.0;1.0;48.0;64.0;1.0;0.0;Not available;True;False;44,4;;False;True;False
Francelos, Vila Nova de Gaia;325.000;2.0;2.0;112.0;166.0;1.0;2.0;Energy Performance Certificate;False;False;46,8;8.190226820866064;True;True;False
Monte Gordo, Faro;190.000;1.0;1.0;41.0;51.0;;;Not available;True;False;45,7;96.58586629883452;False;False;True
São Gonçalo de Lagos, Faro;387.000;3.0;2.0;78.0;78.0;;;Not available;True;False;45,7;;False;False;True
Malveira, Mafra;315.000;3.0;3.0;131.0;148.0;1.0;4.0;Energy Performance Certificate;False;False;43,8;20.251576795931044;False;False;False
Marvila, Lisboa;260.000;1.0;1.0;66.0;66.0;1.0;2.0;Energy Performance Certificate;False;True;44,8;15.532421029518922;True;True;False
Santa Marinha e São Pedro da Afurada, Porto;470.000;2.0;2.0;86.0;131.0;1.0;3.0;Not available;True;False;47;;True;True;True
Alcochete, Setúbal;630.000;4.0;4.0;203.0;296.0;2.0;2.0;Not available;True;False;44,8;;True;True;False
Alto do Seixalinho, Santo André e Verderena, Setúbal;150.000;2.0;1.0;70.0;76.0;;;Not available;True;False;44,9;;True;True;False
São Cosme Zona 2, Gondomar;256.000;2.0;2.0;89.0;109.0;1.0;6.0;Energy Performance Certificate;False;False;47,1;;True;False;False
Cacém e São Marcos, Lisboa;190.000;3.0;1.0;65.0;75.0;;;Not available;True;True;44,8;;True;True;False
Costa de Caparica, Almada;200.000;1.0;1.0;52.0;55.0;;;Not available;True;False;46,3;0.0;True;False;False
Beato, Lisboa;269.000;3.0;1.0;60.0;;;;Not available;True;True;44,8;14.234024125646938;True;True;False
Almancil, Loulé;260.000;2.0;1.0;97.0;114.0;1.0;3.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Baixa da Banheira e Vale da Amoreira, Setúbal;119.500;2.0;1.0;55.0;88.0;;;Not available;True;False;46,6;;True;True;False
Alto do Forno, Figueira da Foz;140.000;2.0;1.0;78.0;78.0;0.0;5.0;Energy Performance Certificate;False;False;50,9;1.558711887893702;False;False;True
Alvalade, Lisboa;429.000;2.0;1.0;71.0;91.0;1.0;2.0;Not available;False;True;44,8;14.072208194283228;True;True;False
Golden Club, Tavira;140.000;0.0;1.0;26.0;33.0;;;Not available;True;False;51,2;82.51026129830922;False;False;True
Leça do Balio, Matosinhos;238.000;2.0;2.0;102.0;100.0;1.0;2.0;Energy Performance Certificate;False;False;47,5;;True;False;False
Águas Santas, Porto;361.000;3.0;3.0;136.0;155.0;2.0;4.0;Not available;True;False;47;;True;True;True
Atibá, Cascais;380.000;3.0;2.0;126.0;133.0;2.0;1.0;Not available;True;False;46,9;;False;False;True
Termas de São Vicente, Porto;Under Consultation;2.0;1.0;96.0;127.0;1.0;3.0;Not available;True;False;47;;True;True;True
Amora, Setúbal;219.900;3.0;1.0;104.0;104.0;0.0;2.0;Not available;True;False;46,6;;True;True;False
Fânzeres e São Pedro da Cova, Porto;Under Consultation;3.0;2.0;122.0;162.0;2.0;2.0;Energy Performance Certificate;False;False;47;;True;True;True
Casal De Matos, Leiria;249.000;3.0;2.0;107.0;130.0;1.0;0.0;Energy Performance Certificate;False;False;46,4;49.26585249897274;False;False;False
Mem Martins, Sintra;Under Consultation;2.0;1.0;81.0;74.0;1.0;;Not available;True;False;43,7;11.885007122638577;False;False;False
São João da Madeira, Aveiro;265.000;2.0;2.0;123.0;126.0;2.0;0.0;Not available;True;False;47;;False;False;True
Seia, São Romão e Lapa dos Dinheiros, Guarda;138.000;3.0;2.0;123.0;144.0;1.0;3.0;Not available;True;False;49,6;;False;False;False
Avanca, Estarreja;158.000;2.0;1.0;142.0;159.0;1.0;1.0;Not available;True;False;48;23.142692363180696;False;False;False
Linda-a-Velha, Oeiras;296.000;2.0;1.0;65.0;65.0;;;Not available;True;False;46,5;4.781621070710072;False;False;False
Algés, Oeiras;265.000;1.0;2.0;52.0;57.0;;;Not available;True;False;46,5;;False;False;False
Virtudes, Porto;990.000;2.0;3.0;144.0;;;;Not available;True;False;47;4.725790027749292;True;True;True
Estreito de Câmara de Lobos, Ilha da Madeira;250.000;2.0;2.0;121.0;136.0;1.0;1.0;Not available;True;False;42,4;;False;False;False
Caniço, Ilha da Madeira;190.000;1.0;1.0;66.0;79.0;1.0;-2.0;Not available;True;False;;;False;False;False
Covilhã, Covilhã;Under Consultation;3.0;2.0;108.0;135.0;2.0;5.0;Energy Performance Certificate;False;False;52;;False;False;False
Viseu, Viseu;265.000;3.0;3.0;87.0;58.0;2.0;3.0;Not available;True;False;46,9;72.64347553776635;False;False;False
Odivelas, Lisboa;420.000;3.0;3.0;101.0;121.0;1.0;6.0;Energy Performance Certificate;False;True;44,8;14.328217649455674;True;True;False
Jardim de Cima, Santarém;Under Consultation;3.0;2.0;115.0;115.0;1.0;;Not available;True;False;48,3;;False;False;False
Linda-a-velha, Oeiras;240.000;2.0;1.0;74.0;78.0;;;Not available;True;False;46,5;4.781621070710072;False;False;False
Olivais, Lisboa;229.000;2.0;1.0;50.0;50.0;;;Not available;True;True;44,8;16.354114399684835;True;True;False
Damaia de Baixo, Amadora;159.900;1.0;1.0;42.0;48.0;;;Not available;True;False;44,1;9.013502311977952;True;True;False
Valpaços e Sanfins, Vila Real;133.000;3.0;2.0;130.0;153.0;1.0;0.0;Not available;True;False;59,8;;False;False;False
Carvalhido, Porto;145.000;1.0;1.0;43.0;43.0;;;Not available;True;False;47;4.518264283227267;True;True;True
Madragoa, Lisboa, Lisboa;359.000;2.0;1.0;60.0;60.0;;;Not available;True;True;44,8;11.879567368245146;True;True;False
Esmoriz I - Pinhal da Aberta, Ovar;230.000;2.0;2.0;89.0;89.0;1.0;0.0;Energy Performance Certificate;False;False;47,1;5.302157240212409;False;False;False
Garajau, Santa Cruz;255.000;2.0;2.0;91.0;129.0;2.0;1.0;Not available;True;False;43,7;8950.510465797768;False;False;False
Vila das Aves, Santo Tirso;Under Consultation;2.0;2.0;118.0;118.0;1.0;3.0;Not available;True;False;49,5;32.99058632153375;False;False;False
Califa - Laranjeiras, Lisboa;Under Consultation;0.0;1.0;44.0;44.0;;;Not available;True;True;44,8;11.82994934818092;True;True;False
Alto dos Moinhos, Lisboa;349.900;2.0;2.0;64.0;67.0;;;Not available;True;True;44,8;11.31344816657982;True;True;False
Alto dos Moinhos, Lisboa;399.900;2.0;2.0;65.0;78.0;;;Not available;True;True;44,8;11.31344816657982;True;True;False
Olhão, Faro;185.000;2.0;1.0;73.0;92.0;;;Not available;True;False;45,7;;False;False;True
Qtª Areeiro, Santa Maria da Feira;145.000;2.0;1.0;86.0;86.0;1.0;4.0;Energy Performance Certificate;False;False;47,1;;False;False;False
Bairro dos Actores, Lisboa;349.000;2.0;1.0;63.0;63.0;;;Not available;True;True;44,8;11.879567368245146;True;True;False
Laranjeiro e Feijó, Setúbal;265.000;;;;;1.0;5.0;Not available;True;False;46,6;;True;True;False
Queluz, Sintra;199.000;3.0;2.0;67.0;78.0;;;Not available;True;False;43,7;7.316110740468736;True;False;False
Gafanha da Nazaré, Ílhavo;99.000;1.0;1.0;46.0;;;;Not available;True;False;48,6;;False;False;True
Ermesinde, Valongo;Under Consultation;3.0;1.0;88.0;90.0;;;Not available;True;False;45,1;12.607343989226592;False;False;False
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;Under Consultation;3.0;2.0;101.0;151.0;1.0;2.0;Energy Performance Certificate;False;False;48,5;;False;False;False
